TEST10,#genre#
Fox,https://liveanevia.mncnow.id/live/eds/FoxChannel/sa_dash_vmx/FoxChannel.mpd
Fox Life,https://livecdn.fptplay.net/foxlive/foxlifehd_hls.smil/chunklist_b2500000.m3u8
Fashion TV,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_pg13_zw9_27065_ftv_pg13_196_hls.smil/chunklist_b4700000_t64MTA4MHA=.m3u8
Food Network,http://5.135.92.133:52841/out/u/502_1.m3u8
Free Speech TV,https://edge.free-speech-tv-live.top.comcast.net/out/u/fstv.m3u8
Global News,https://da7sdtkzly6qj.cloudfront.net/out/v1/b317f6c10f2e493993bd2b5314df1c7c/index_1.m3u8
MLS TV,https://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5cb626cfcaf83414128f439c/master.m3u8?deviceType=web&deviceMake=Chrome&deviceModel=Chrome&sid=d1634607-2892-447a-b316-17a106f905fb&deviceId=9f228953-21cb-4b82-a393-dd32d047379f&deviceVersion=76.0.3809.132&appVersion=2.7.4-9a7fc53e0c1da468e3c566c3f53e98a36ca1f97b&deviceDNT=0&userId=&advertisingId=&deviceLat=45.4994&deviceLon=-73.5703&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&serverSideAds=true
MavTV,https://mavtv-1.sinclair.wurl.com/manifest/2000.m3u8
MTV,http://service-stitcher.clusters.pluto.tv/stitch/hls/channel/5ca672f515a62078d2ec0ad2/master.m3u8?terminate=false&deviceType=web&deviceMake=web&deviceModel=web&sid=178&deviceId=5ca672f515a62078d2ec0ad2&deviceVersion=DNT&appVersion=DNT&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=&app_name=&appName=web&buildVersion=&appStoreUrl=&architecture=&includeExtendedEvents=false&marketingRegion=US&serverSideAds=false
Newsmax,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index_1080.m3u8
Outdoor Channel,https://livecdn.fptplay.net/world/outdoorfhd_hls.smil/chunklist_b2500000.m3u8
Pop,https://live-poptv-fastly-prod.global.ssl.fastly.net/pop/master.m3u8
SEC Network,https://gma2.blab.email/sec.m3u8
Stadium Network,https://stadiumlivein-i.akamaihd.net/hls/live/522512/mux_4/master_2000k.m3u8
TLC,https://liveanevia.mncnow.id/live/eds/TLC/sa_dash_vmx/TLC.mpd
Weather Channel,https://weather-lh.akamaihd.net/i/twc_1@92006/index_2400_av-b.m3u8?sd=10&rebase=on
WeatherNation TV,http://cdnapi.kaltura.com/p/931702/sp/93170200/playManifest/entryId/1_oorxcge2/format/applehttp/protocol/http/uiConfId/28428751.m3u8
VH1,https://e10.habrox.xyz/ingestnb4s/vh1/f.m3u8|Referer=https://espn-live.stream/stream/68075.html
Australia Channel,https://austchannel-live.akamaized.net/hls/live/2002729/austchannel-news/master1280x720.m3u8
ACC,http://i.mjh.nz/au/Adelaide/tv.acctv.m3u8
Channel 44,https://bdz47wk-lh.akamaihd.net/i/bdz47wkvo0zjom_1@1017167/index_0500_av-p.m3u8
ABC,https://c.mjh.nz/101002510251/
ABC Comedy,https://c.mjh.nz/abc2/
ABC News 24,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
ABC ME,https://c.mjh.nz/101002210224/
ABC Kids,https://c.mjh.nz/101002210222/
Fox Sports News,https://austchannel-live.akamaized.net/hls/live/2002736/austchannel-sport/master1280x720.m3u8
SBS One,https://sbs-live.akamaized.net/hls/live/2002827/channel1/geo/master_2500K.m3u8|X-Forwarded-For=52.62.247.239
SBS Food,https://sbs-live.akamaized.net/hls/live/2002829-b/channel3/geo/master_1800K.m3u8|X-Forwarded-For=52.62.247.239
SBS Viceland,https://sbs-live.akamaized.net/hls/live/2002828/channel2/geo/master_2500K.m3u8|X-Forwarded-For=52.62.247.239
SBS World Movies,https://sbs-live.akamaized.net/hls/live/2005470/channel5/geo/master_2500K.m3u8|X-Forwarded-For=52.62.247.239
Prime,https://primetv-prod.akamaized.net/v1/prime-freeview-aes128.m3u8|X-Forwarded-For=202.89.4.222
Maori Television,https://bcsecurelivehls-i.akamaihd.net//hls/live/720612/1614493167001_1/master_iPad1080p.m3u8
NITV,https://sbs-live.akamaized.net/hls/live/2002826/channel4/geo/master_1800K.m3u8|X-Forwarded-For=52.62.247.239
Te Reo,https://bcsecurelivehls-i.akamaihd.net//hls/live/720613/1614493167001_2/master_iPad1080p.m3u8


AXN ASIA,https://www.livedoomovies.com/02_AXNHD_720p/chunklist.m3u8
WARNER TV HD,https://www.livedoomovies.com/02_WarnerTVHD_720p/chunklist.m3u8
CBBC,http://bozztv.com/36bay2/gin/giniko_bbcthree_900kb_36bay2/tracks-v1a1/mono.m3u8
itv,http://sportportal1.akamaized.net/hls/live/702646/itvlive/ITV1PORTAL2/master_Main1800.m3u8
TV Series,http://203.154.243.89:1423
Cine Series,https://bozztv.com/36bay2/gin/giniko_tvbox-cine-series_800kb_36bay2/tracks-v1a1/mono.m3u8?@amarnettv.live
MBC MAX HD,https://shls-mbcmax-prod-dub.shahid.net/out/v1/13815a7cda864c249a88c38e66a2e653/index_2.m3u8?@amarnettv.live
MBC 2 HD,https://shls-mbc2-prod-dub.shahid.net/out/v1/b4befe19798745fe986f5a9bfba62126/index_2.m3u8?@amarnettv.live
MBC Action HD,https://shls-mbcaction-prod-dub.shahid.net/out/v1/68dd761538e5460096c42422199d050b/index_2.m3u8?@amarnettv.live
& Flix HD,http://mhdtvworld.net:80/xyz/zee5m3u8.m3u8?c=http://z5ams.akamaized.net/andflixhd/index.m3u8
HBO,https://raw.githubusercontent.com/amarnettv/amarnettv.github.io/master/channels/hbo.m3u8
HBO Signature,https://raw.githubusercontent.com/amarnettv/amarnettv.github.io/master/channels/hbosig.m3u8
HBO Hits,https://raw.githubusercontent.com/amarnettv/amarnettv.github.io/master/channels/hbohits.m3u8
HBO Family,https://raw.githubusercontent.com/amarnettv/amarnettv.github.io/master/channels/hbofamily.m3u8
HBO Chinese,http://220.158.149.14:9999/live/TV00000000000000000166@HHZT;LIVE
Movies Now,https://timesnow.airtel.tv/live/MN_pull/master.m3u8
FOX MOVIES PREMIUM EN,https://www.livedoomovies.com/02_FoxMoviesHD_720p/chunklist.m3u8
RED HBO HD,https://liveorigin01.hbogoasia.com:8443/origin/live/main/RED/index.m3u8
Cinemax,http://live11.cookietv.com/live/172e104d-09f1-4d03-8f06-59fd5ae54fe5/prod/gidlean/stream_2.m3u8
24 Box TV,http://51.158.190.97/hls/stream.m3u8?@amarnettv.live
Cine Film,https://bozztv.com/36bay2/gin/giniko_tvbox-cine-film_800kb_36bay2/tracks-v1a1/mono.m3u8?@amarnettv.live
AlFajer MOVIE,http://two.alfajertv.com:8081/AlfajertvHDTwo_web/web/playlist.m3u8?@amarnettv.live
CELESTIAL MOVIES,http://210.210.155.35/qwr9ew/s/s33/index.m3u8?@amarnettv.live
TRAVEL XP,http://198.255.87.59:8080/INDIA_ENGLISH/TRAVEL_XP_HD/tracks-v1a1/mono.m3u8?token=test
RT Documentary,http://rt-doc.secure.footprint.net:80/1101_2500Kb.m3u8?@amarnettv.live
Docurama,https://cinedigm.vo.llnwd.net/conssui/amagi_hls_data_xumo1234A-docuramaA/CDN/master.m3u8
WF,http://wfc.bonus-tv.ru/cdn/wfcint/tracks-v2a1/index.m3u8?@amarnettv.live
ID Fashion,https://sc.id-tv.kz/IDFashion_38_39.m3u8?@amarnettv.live
HD Fashion & LifeStyle,http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8
ITV,http://sportportal1.akamaized.net/hls/live/702646/itvlive/ITV1PORTAL2/master_Main1800.m3u8
Classic Arts Showcase,https://classicarts.global.ssl.fastly.net/live/cas/master_3000k.m3u8
Fashion TV,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_pg13_zw9_27065_ftv_pg13_196_hls.smil/chunklist_b4700000_t64MTA4MHA=.m3u8
Free Speech TV,https://edge.free-speech-tv-live.top.comcast.net/out/u/fstv.m3u8
Global News,https://da7sdtkzly6qj.cloudfront.net/out/v1/b317f6c10f2e493993bd2b5314df1c7c/index_1.m3u8

松視一台(720P),rtmp://161.202.204.248:1935/tv/ttv11
松视三台,http://z2.ubtvfans.com/live/404/9e0e949eadda1be5504aed04b804d1f6/index.m3u8
HAPPY成人(720P),rtmp://161.202.204.248:1935/tv/ttv12
松视1欧美版,http://live.redtraffic.xyz:80/fetish.m3u8
松视2欧美版,http://live.redtraffic.xyz:80/interracial.m3u8
松视2欧美版,http://cdn.adultiptv.net/interracial.m3u8
松视3欧美版,http://live.redtraffic.xyz:80/bigtits.m3u8
松视3欧美版,http://cdn.adultiptv.net/bigtits.m3u8
松视4欧美版,http://live.redtraffic.xyz:80/bigdick.m3u8
松视4欧美版,http://cdn.adultiptv.net/bigdick.m3u8
潘多拉欧美版,http://live.redtraffic.xyz:80/pornstar.m3u8
潘多拉欧美版,http://cdn.adultiptv.net/pornstar.m3u8
香蕉台欧美版,http://live.redtraffic.xyz:80/milf.m3u8
香蕉台欧美版,http://cdn.adultiptv.net/milf.m3u8
K频道欧美版,http://live.redtraffic.xyz:80/threesome.m3u8
K频道欧美版,http://cdn.adultiptv.net/threesome.m3u8
惊艳台欧美版,http://live.redtraffic.xyz:80/cuckold.m3u8
惊艳台欧美版,http://cdn.adultiptv.net/cuckold.m3u8
HOT欧美版,http://live.redtraffic.xyz:80/hardcore.m3u8
HOT欧美版,http://cdn.adultiptv.net/hardcore.m3u8
粉红台欧美版,http://live.redtraffic.xyz:80/teen.m3u8
粉红台欧美版,http://cdn.adultiptv.net/teen.m3u8
玩美台欧美版,http://live.redtraffic.xyz:80/pov.m3u8
玩美台欧美版,http://cdn.adultiptv.net/pov.m3u8
一本道欧美版,http://live.redtraffic.xyz:80/bigass.m3u8
一本道欧美版,http://cdn.adultiptv.net/bigass.m3u8
二本道欧美版,http://live.redtraffic.xyz:80/blowjob.m3u8
二本道欧美版,http://cdn.adultiptv.net/blowjob.m3u8
樱花台欧美版,http://live.redtraffic.xyz:80/russian.m3u8
樱花台欧美版,http://cdn.adultiptv.net/russian.m3u8
Anal,http://cdn.adultiptv.net/anal.m3u8
Blonde,http://cdn.adultiptv.net/blonde.m3u8
Brunette,http://cdn.adultiptv.net/brunette.m3u8
Compilation,http://cdn.adultiptv.net/compilation.m3u8
Fetish,http://cdn.adultiptv.net/fetish.m3u8
Gangbang,http://cdn.adultiptv.net/gangbang.m3u8
Gay,http://cdn.adultiptv.net/gay.m3u8
Latina,http://cdn.adultiptv.net/latina.m3u8
Lesbian,http://cdn.adultiptv.net/lesbian.m3u8
Live Cams,http://cdn.adultiptv.net/livecams.m3u8
Jasmin TV,http://109.71.162.112/live/sd.jasminchannel.stream/chunklist_w233748568.m3u8
RedTraffic Fetish,http://live.redtraffic.xyz/fetish.m3u8
RedTraffic Lesbian,http://live.redtraffic.xyz/lesbian.m3u8
俄罗斯成人5台,http://live.redtraffic.xyz/pov.m3u8?fluxuslust.m3u8
俄罗斯成人6台,http://live.redtraffic.xyz/latina.m3u8?fluxuslust.m3u8
苹果片,http://tube.cheerleaderfacials.com/trailers/609/cheerleaderfacial_Natalia_Rossi_0006.flv
???Web crawler4,http://109.71.162.112:1935/live/sd.jasminchannel.stream/playlist.m3u8
???Web crawler5,http://109.71.162.112:1935/live/hd.jasminchannel.stream/playlist.m3u8
Miami TV Colombia [18+],http://hls-ott-zhibo.wasu.tv/live/256/index.m3u8
Miami TV [18+],http://hls-ott-zhibo.wasu.tv/live/184/index.m3u8
videos2.yjcontentdelivery.com/_hls/9/4/94f90c2feee4de53b7b4c3d90b67e3b01486994410-1280-720-2212-h264.mp4/index-v1-a1.m3u8
Super One HD [18+],http://109.71.162.112/live/sd.jasminchannel.stream/chunklist_w233748568.m3u
7,http://59ec5453559f0.streamlock.net:1935/mexicotv/smil:miamitvmexicoROKU/chunklist_b1896000.m3u8
PLAYBOY,p2p://147.135.39.171:9906/5e73be64000bc4a119b463b625bf0790



NAT GEO,#genre#

Love Nature 4K,https://bamus-eng-roku.amagi.tv/playlist.m3u8

Fox25 [Boston] HD VIP US,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/677122
Film premiere,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/4956
Destination America,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/17640
Cartoon Network FHD US,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/4886

MOVICES,#genre#

AXN ASIA,https://www.livedoomovies.com/02_AXNHD_720p/chunklist.m3u8
kk金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
kk开心影院,http://hpull.kktv8.com/livekktv/111536805/playlist.m3u8
歐美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSEAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266
亞洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSEAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
HBO Asia,http://220.158.149.14:9999/live/TV00000000000000000166@HHZT;LIVE
凤凰电影,https://www.fanmingming.cn/hls/fhdy.m3u8
天映娱乐thrll,http://210.210.155.35/qwr9ew/s/s34/02.m3u8
天映频道Celestial Movies,http://210.210.155.35/qwr9ew/s/s33/index.m3u8

NEWS,#genre#
CNN,http://1111296894.rsc.cdn77.org/ls-54548-1/tracks-v1a1/mono.m3u8
CNN,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/6359
CNN,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/13750
CNN,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/14377
CNN,http://203.162.235.41:16918?checkedby

BBC News,http://203.162.235.41:16917
BBC News,http://188.195.58.187:8000/play/a07p
BBC News,https://edge-1192-ch-gv.filmon.com/live/27.high.stream/playlist.m3u8
BBC News,http://www.mytvhd.xyz/tvm.php?id=BBCWorldNews

Fox News,http://1111296894.rsc.cdn77.org/ls-54548-2/tracks-v1a1/mono.m3u8
Fox News,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/4943
Fox News,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/14357
Fox News,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/14358

CNBC News,http://iptv.rent:8080/cvfhifduki/lpaduuyjo5/14337
CNBC World,http://edge-1192-ch-gv.filmon.com/live/4130.high.stream/playlist.m3u8

CBSN News,http://cbsnewshd-lh.akamaihd.net/i/CBSNHD_7@199302/master.m3u8
CGTN,https://live.cgtn.com/1000/prog_index.m3u8
EuroNews,https://exodiver.github.io/IPTV/M3U8/Token/EuroNews.m3u8
DW,https://dwstream4-lh.akamaihd.net/i/dwstream4_live@131329/index_4_av-p.m3u8
France 24,http://f24hls-i.akamaihd.net/hls/live/221147/F24_EN_HI_HLS/master_2000.m3u8
RT,http://rt-news.secure.footprint.net:80/1103_2500Kb.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_3.m3u8?@amarnettv.live
Africa News,https://raw.githubusercontent.com/exodiver/IPTV/master/M3U8/Token/AfricaNews.m3u8
Al Jazeera,https://live-hls-web-aje.getaj.net/AJE/01.m3u8
Al Jazeera,http://www.mytvhd.xyz/tvm.php?id=AljazeeraTV
NHK,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp/index_1M.m3u8
NHK,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp/index_2M.m3u8?@amarnettv.live
NHK,http://www.mytvhd.xyz/tvm.php?id=NHK
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8?@amarnettv.live

CBN News,https://bcliveuniv-lh.akamaihd.net/i/news_1@194050/master.m3u8
VoA,http://voa-lh.akamaihd.net/i/voa_mpls_tvmc3_3@320295/master.m3u8
VOA,https://voa-lh.akamaihd.net/i/voa_mpls_tvmc6@320298/master.m3u8
Bloomberg,https://liveproduseast.global.ssl.fastly.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
CGTN Documentary,https://livedoc.cgtn.com/1000d/prog_index.m3u8

SPORTS,#genre#
ESPN,https://gma2.blab.email/fs2.m3u8
ESPN 2,https://gma2.blab.email/espn2.m3u8

緯來體育台,http://220.158.149.14:9999/live/TV00000000000000000078@HHZT;LIVE
CCTV-5 体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225711/index.m3u8
CCTV-5+ 体育赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225689/index.m3u8

Astro Supersport,http://36.37.252.114:888/Apple/OneTV-043/playlist.m3u8
Astro Supersport 3,http://36.37.252.114:888/Apple/OneTV-044/playlist.m3u8
BT Sports 1,https://www.livedoomovies.com/02_BTSPORTHD_1_720p/chunklist.m3u8
BT Sports 2,https://www.livedoomovies.com/02_BTSPORTHD_2_720p/chunklist.m3u8
Sky Racing 1,https://skylivesky-i.akamaihd.net/hls/live/569780/skylive/sky1_extreme@569780.m3u8
Sky Racing 2,https://skylivesky-i.akamaihd.net/hls/live/569780/skylive/sky2_extreme@569780.m3u8
Sky Thoroughbred Central,https://skylivesky-i.akamaihd.net/hls/live/569780/skylive/stcsd_extreme@569780.m3u8
Sport TV 1,https://www.livedoomovies.com/02_SPORTTV_1_720p/chunklist.m3u8
Sport TV 2,https://www.livedoomovies.com/02_SPORTTV_2_720p/chunklist.m3u8
Sport TV 3,https://www.livedoomovies.com/02_SPORTTV_3_720p/chunklist.m3u8
Sport TV 4,https://www.livedoomovies.com/02_SPORTTV_4_720p/chunklist.m3u8
Sport TV 5,https://www.livedoomovies.com/02_SPORTTV_5_720p/chunklist.m3u8
Tennis Channel,https://playoutengine.sinclairstoryline.com/playout/9f87522c-5a0e-4ff4-b82c-d5564216132f/g.m3u8

AU TV,#genre#
ABC News,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index.m3u8
ABC,https://c.mjh.nz/101002510251/
ABC,https://c.mjh.nz/101002210221/
ABC Comedy,https://c.mjh.nz/abc2/
ABC Kids,https://c.mjh.nz/101002210222/
ABC ME,https://c.mjh.nz/101002210224/
SBS,https://sbs-live.akamaized.net/hls/live/2002827/channel1/geo/master_2500K.m3u8
SBS Food,https://sbs-live.akamaized.net/hls/live/2002829-b/channel3/geo/master_1800K.m3u8
SBS NITV,https://sbs-live.akamaized.net/hls/live/2002826/channel4/geo/master_1800K.m3u8
SBS VICELAND,https://sbs-live.akamaized.net/hls/live/2002828/channel2/geo/master_2500K.m3u8
SBS World Movies,https://sbs-live.akamaized.net/hls/live/2005470/channel5/geo/master_2500K.m3u8
7ONE,https://npc.cdn.7livecloud.io/hls/live/CNS1/masterSD.m3u8
7TWO,https://npc.cdn.7livecloud.io/hls/live/BRI2/masterSD.m3u8
7flix,https://npc.cdn.7livecloud.io/hls/live/SYD6/masterSD.m3u8
7mate,https://npc.cdn.7livecloud.io/hls/live/SYD3/masterSD.m3u8
Fuel TV,https://i.mjh.nz/au/Sydney/tv.7fueltv.m3u8
openshop,https://npc.cdn.7livecloud.io/hls/live/ASN/masterSD.m3u8
RACING,https://npc.cdn.7livecloud.io/hls/live/RAC/masterSD.m3u8
ausbiz TV,https://i.mjh.nz/au/Sydney/tv.7ausbiz.m3u8
Channel 9,https://9now-livestreams.akamaized.net/hls/live/2007330/ch9-syd/master.m3u8
9Gem,https://9now-livestreams.akamaized.net/hls/live/2008311/gem-syd/master.m3u8
9Go!,https://9now-livestreams.akamaized.net/hls/live/2008312/go-syd/master.m3u8
9Life,https://9now-livestreams.akamaized.net/hls/live/2008313/life-syd/master.m3u8
9Rush,https://9now-livestreams.akamaized.net/hls/live/2010626/rush-syd/master.m3u8
Channel 10,https://d2wbjmkh2b1mgc.cloudfront.net/10QLD/stream.m3u8
Outdoor Channel,https://i.mjh.nz/au/Sydney/tv.7outdoor.m3u8
outdoor food,http://edge1.tikilive.com:1935/unrestricted_tikilive/25947/amlst:NWKlw6jwyXpz/chunklist_w996888467_b1006700.m3u8
Sky News Extra 1,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8?checkedby:hlscat.com
Sky News Extra 2,https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master.m3u8?checkedby:hlscat.com
Sky News Extra 3,https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8?checkedby:hlscat.com
Fox Sports News,https://i.mjh.nz/au/Sydney/tv.fox.sports.news.m3u8
Bloomberg,https://liveprodapnortheast.global.ssl.fastly.net/btv/desktop/aus_live.m3u8?checkedby:hlscat.com
Al Jazeera,https://i.mjh.nz/au/Sydney/tv.46.m3u8
ACC,http://i.mjh.nz/au/Adelaide/tv.acctv.m3u8
Redbull TV,https://i.mjh.nz/au/Sydney/tv.redbull.tv.m3u8
Snowy Mountains Television,https://c.mjh.nz/snowy-mountains/
PAC-12,https://pac12b.cdn.7livecloud.io/index.m3u8
Olympics Channel,https://i.mjh.nz/au/Sydney/tv.7olympics.m3u8

HK TV,#genre#
凤凰卫视[1280*720],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225942/1.m3u8
凤凰卫视[1280*720],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225948/1.m3u8
凤凰中文 10M720,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225900/index.m3u8
凤凰资讯 10M720,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225901/index.m3u8
凤凰资讯[1280*720],http://otttv.bj.chinamobile.com:80/TVOD/88888888/224/3221225942/1.m3u8
凤凰中文台,https://player.ggiptv.com/v/ifeng.php?id=2#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225942/1.m3u8#rtmp://58.200.131.2:1935/livetv/fhzw#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225900/1.m3u8#http://117.169.124.43:6610/ysten-businessmobile/live/fhchinese/index.m3u8
凤凰资讯台,https://player.ggiptv.com/v/ifeng.php?id=1#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225901/1.m3u8#http://117.169.124.43:6610/ysten-businessmobile/live/fhzixun/index.m3u8#rtmp://58.200.131.2:1935/livetv/fhzx
凤凰香港台,https://player.ggiptv.com/v/ifeng.php?id=3
凤凰电影台,rtmp://58.200.131.2:1935/livetv/fhdy
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
莲花卫视,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
澳视澳门,http://61.244.22.5/ch1/_definst_/ch1.live/playlist.m3u8
澳门卫星,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8
澳门资讯,http://61.244.22.5/ch5/_definst_/info_ch5.live/playlist.m3u8
天映经典,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
天映频道,http://50.7.161.82:8278/streams/d/Celestial/playlist.m3u8
阳光卫视,https://stream.chinasuntv.com/680k/mid_video_index.m3u8
开放电视,http://media.fantv.hk/m3u8/archive/channel2.m3u8#http://cdn.hkdtmb.com/hls/77/index.m3u8
港视31台·,https://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-b.m3u8#http://cdn.hkdtmb.com/hls/31/index.m3u8
港视32台·,https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-b.m3u8#http://cdn.hkdtmb.com/hls/32/index.m3u8
有线新闻,http://93.190.139.36:8278/streams/d/hkcnews_twn/playlist.m3u8
鳳凰衛視香港台,http://live-hwcdn.utvlive.top/live/a4e8cf74196e40959485a9ef4c532d02/6286b2bbb78341cd9fa92c7b37ccc03c.m3u8

凤凰中文,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8
凤凰中文,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221225942/1.m3u8
凤凰资讯台,http://live.centerch.com/fhzx.m3u8
凤凰资讯台,http://221.179.217.9//otttv.bj.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8

凤凰中文,http://220.158.149.14:9999/live/TV00000000000000000067@HHZT;LIVE
凤凰资讯,http://220.158.149.14:9999/live/TV00000000000000000066@HHZT;LIVE
凤凰香港,http://220.158.149.14:9999/live/TV00000000000000000068@HHZT;LIVE
凤凰香港,http://220.158.149.28:8180/TV00000000000000000068@HHZT;LIVE
翡翠台,http://61.238.6.49:8000/bysid/1
J2台,http://61.238.6.49:8001/bysid/82
無綫明珠台(TVB Pearl),http://61.238.6.49:8001/bysid/2
無綫新聞台,http://livetv.dnsfor.me/channel.10.m3u8
無綫新聞台,http://45.93.217.106/jiuban/hg.php?id=1
無綫財經資訊台,http://livetv.dnsfor.me/channel.11.m3u8
無綫財經資訊台,http://96.45.185.192/tv.php?vid=wxcjzx

有线新闻,http://livetv.dnsfor.me:80/channel.5.m3u8
有线新闻,http://danielwu.gz01.bdysite.com/iptv/?id=yxxw2
有線綜合娱乐,http://livetv.dnsfor.me/channel.7.m3u8
有線財經資訊,http://livetv.dnsfor.me/channel.6.m3u8
RHK31,http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-p.m3u8?sd=10&rebase=on
RHK32,https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-b.m3u8?sd=10&rebase=on
ATV,https://15813114727637862976168173814320.live.prod.hkatv.com/a1_cbr_hi_1080p.m3u8
ATV,https://15813114727637862976168173814320.live.prod.hkatv.com/a1_cbr_lo.m3u8
ViuTV,http://61.238.6.49:8000/bysid/99
ViuTVsix,http://61.238.6.49:8000/bysid/96
NOW新闻台,http://a.315600.xyz/dl/gt.php?id=nowtvlive
HKS香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
耀才財經台,http://fc_video.bsgroup.com.hk:443/webcast/bshdlive-pc/playlist.m3u8
香港开電視,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
Now Sports Prime,http://teslagram.com/live/channel_630.m3u8
澳亞衛視,http://mastvnet-hwcdn.utvlive.top/4rlff1m/1024/live.m3u8

澳视澳门,https://live4.tdm.com.mo/ch1/_definst_/ch1.live/playlist.m3u8
澳视电影,https://live4.tdm.com.mo/ch3/_definst_/ch3.live/playlist.m3u8
澳视体育,https://live4.tdm.com.mo/ch4/_definst_/sport_ch4.live/playlist.m3u8
澳视资讯,https://live4.tdm.com.mo/ch5/_definst_/info_ch5.live/playlist.m3u8
澳視澳門,http://live4.tdm.com.mo:80/ch1/_definst_/ch1.live/playlist.m3u8
澳視衛星,http://live4.tdm.com.mo/ch3/_definst_//ch3.live/playlist.m3u8
澳视综艺,http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/index.m3u8
澳門微电影,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8

亞美衛視,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
C+,http://liveima.utvlive.top/livehls/MOB-U1-NO/03.m3u8
凤凰电影,https://www.fanmingming.cn/hls/fhdy.m3u8
天映娱乐thrll,http://210.210.155.35/qwr9ew/s/s34/02.m3u8
天映频道Celestial Movies,http://210.210.155.35/qwr9ew/s/s33/index.m3u8
